total_across_epoch,min,max
18.97808313369751,0.0004525184631347656,18.65161943435669
0.315352201461792,0.0004563331604003906,0.0008070468902587891
0.3119204044342041,0.0003478527069091797,0.0009510517120361328
0.31236743927001953,0.0003483295440673828,0.0009441375732421875
0.313997745513916,0.00045013427734375,0.0007321834564208984
0.31362390518188477,0.00042819976806640625,0.0007510185241699219
0.31238508224487305,0.0003714561462402344,0.0007803440093994141
0.3160238265991211,0.00035071372985839844,0.0029349327087402344
0.3091773986816406,0.0003421306610107422,0.0009236335754394531
0.31816792488098145,0.00045752525329589844,0.0009469985961914062
0.3137516975402832,0.0003352165222167969,0.0009739398956298828
0.29781270027160645,0.0003542900085449219,0.000690460205078125
0.2923407554626465,0.0003554821014404297,0.0006897449493408203
0.2875819206237793,0.00035858154296875,0.0006735324859619141
0.2861800193786621,0.00034809112548828125,0.00063323974609375
0.2827281951904297,0.0003600120544433594,0.0006365776062011719
0.29340553283691406,0.00036644935607910156,0.0007557868957519531
0.2987842559814453,0.000354766845703125,0.0006639957427978516
0.29857778549194336,0.0003466606140136719,0.0006768703460693359
0.28837084770202637,0.0003399848937988281,0.0006384849548339844
0.29485630989074707,0.00035262107849121094,0.0006492137908935547
0.29766058921813965,0.00035119056701660156,0.0006959438323974609
0.2979419231414795,0.0003879070281982422,0.0006978511810302734
0.2932431697845459,0.000354766845703125,0.0006854534149169922
0.2894554138183594,0.0003719329833984375,0.0007269382476806641
0.29223108291625977,0.0003733634948730469,0.000682830810546875
0.295135498046875,0.00036835670471191406,0.0006651878356933594
0.298292875289917,0.00035881996154785156,0.0006763935089111328
0.2925858497619629,0.0003643035888671875,0.0006434917449951172
0.29964256286621094,0.0003600120544433594,0.0006725788116455078
0.29579782485961914,0.00035953521728515625,0.0006589889526367188
0.2920973300933838,0.0003409385681152344,0.0016429424285888672
0.29825472831726074,0.00035572052001953125,0.0006990432739257812
0.29744720458984375,0.00033855438232421875,0.0006585121154785156
0.28630900382995605,0.00035452842712402344,0.0006763935089111328
0.29900288581848145,0.0003342628479003906,0.0006594657897949219
0.2951512336730957,0.00042891502380371094,0.0006806850433349609
0.2926797866821289,0.0003769397735595703,0.0006728172302246094
0.2946915626525879,0.00035309791564941406,0.0007033348083496094
0.29317331314086914,0.00036406517028808594,0.0007004737854003906
0.2901630401611328,0.00035834312438964844,0.000659942626953125
0.29038453102111816,0.00035500526428222656,0.000682830810546875
0.28113865852355957,0.00035309791564941406,0.00063323974609375
0.2890479564666748,0.0003516674041748047,0.0006699562072753906
0.2951700687408447,0.00034165382385253906,0.0007367134094238281
0.2917976379394531,0.0003542900085449219,0.000640869140625
0.2887539863586426,0.0003578662872314453,0.0006499290466308594
0.289935827255249,0.000347137451171875,0.0006709098815917969
0.2903478145599365,0.0003542900085449219,0.0006556510925292969
0.2919631004333496,0.0003669261932373047,0.0006780624389648438
0.2865016460418701,0.00036525726318359375,0.0006258487701416016
0.2879655361175537,0.0003592967987060547,0.0005984306335449219
0.28850555419921875,0.00034356117248535156,0.0007569789886474609
0.29100608825683594,0.0003597736358642578,0.0006818771362304688
0.29971861839294434,0.0003399848937988281,0.0006787776947021484
0.29694080352783203,0.0003428459167480469,0.0006449222564697266
0.2951529026031494,0.00035572052001953125,0.0006535053253173828
0.29964184761047363,0.0003409385681152344,0.0006628036499023438
0.30057859420776367,0.0003643035888671875,0.0007073879241943359
0.295727014541626,0.00036406517028808594,0.0006766319274902344
0.29331040382385254,0.000396728515625,0.0008409023284912109
0.3009626865386963,0.0003516674041748047,0.0008718967437744141
0.29400014877319336,0.00035119056701660156,0.0006403923034667969
0.29580140113830566,0.0003440380096435547,0.0006358623504638672
0.29591822624206543,0.00037384033203125,0.0007102489471435547
0.29265880584716797,0.0003597736358642578,0.0007162094116210938
0.2897369861602783,0.00033974647521972656,0.0006587505340576172
0.28966426849365234,0.00034999847412109375,0.000637054443359375
0.2876889705657959,0.00036787986755371094,0.0007290840148925781
0.285536527633667,0.00035953521728515625,0.000644683837890625
0.29116034507751465,0.0003380775451660156,0.0007684230804443359
0.29047226905822754,0.0003616809844970703,0.0007178783416748047
0.2938716411590576,0.00036025047302246094,0.0006883144378662109
0.3008129596710205,0.0003554821014404297,0.0007343292236328125
0.28572607040405273,0.0003638267517089844,0.0006678104400634766
0.29738759994506836,0.0003643035888671875,0.0007166862487792969
0.29183077812194824,0.0003559589385986328,0.0006566047668457031
0.2973356246948242,0.00035953521728515625,0.0020253658294677734
0.30163002014160156,0.00034117698669433594,0.0007581710815429688
0.29215097427368164,0.0003199577331542969,0.0006232261657714844
0.29595327377319336,0.0003523826599121094,0.0006787776947021484
0.2969527244567871,0.00036334991455078125,0.0006778240203857422
0.29572033882141113,0.00036787986755371094,0.0007071495056152344
0.29436278343200684,0.0003414154052734375,0.0008056163787841797
0.296170711517334,0.0003509521484375,0.0006871223449707031
0.30078983306884766,0.00036215782165527344,0.0007038116455078125
0.30243730545043945,0.0003619194030761719,0.0006928443908691406
0.29447197914123535,0.0003521442413330078,0.0007693767547607422
0.29082155227661133,0.0003299713134765625,0.0006489753723144531
0.2879927158355713,0.00032806396484375,0.0006513595581054688
0.28147292137145996,0.0003502368927001953,0.0006473064422607422
0.2939486503601074,0.00036072731018066406,0.0007548332214355469
0.2928905487060547,0.00035762786865234375,0.0006451606750488281
0.2900123596191406,0.00034236907958984375,0.0006246566772460938
0.28812742233276367,0.0003502368927001953,0.0006661415100097656
0.29908013343811035,0.0003628730773925781,0.0006954669952392578
0.2889702320098877,0.0004119873046875,0.0006353855133056641
0.29007387161254883,0.0003459453582763672,0.0006327629089355469
0.29261159896850586,0.0003535747528076172,0.0006763935089111328
0.29855799674987793,0.0003628730773925781,0.0006933212280273438
